placement,group,comp,grp_count,grp_placement,mode
8,0,"Alistar, Fiddlesticks, Jax, Leona, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Camille, Fiddlesticks, Leona, MissFortune, Sejuani, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Draven, Ekko, Fiddlesticks, Jax, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Velkoz, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Jax, Jinx, Leona, MissFortune, Riven, Sett, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Annie, BelVeth, Fiddlesticks, Leona, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Aphelios, Fiddlesticks, Jax, Mordekaiser, Nilah, Sett, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Fiddlesticks, MissFortune, Nilah, Riven, Sejuani, Sett, Vayne, Velkoz",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Ekko, Fiddlesticks, Jinx, Leona, Riven, Samira, Senna, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"BelVeth, Ekko, Fiddlesticks, Leona, Urgot, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Ekko, Fiddlesticks, Jax, Rell, Riven, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Jax, Leona, Riven, Sejuani, Vi, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Ekko, Fiddlesticks, Jax, Jinx, Leona, MissFortune, Riven, Sett, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, BelVeth, Fiddlesticks, Leona, Nunu, Rammus, Riven, Velkoz, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Aphelios, Fiddlesticks, Jax, Leona, Riven, Samira, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Leona, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, Aphelios, Fiddlesticks, Leona, Sejuani, Sett, Sivir, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"AurelionSol, Ekko, Fiddlesticks, Jax, Leona, Mordekaiser, Sejuani, Sona, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, Fiddlesticks, LeeSin, Riven, Samira, Sejuani, Senna, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Camille, Ekko, Fiddlesticks, Leblanc, Leona, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Jinx, MissFortune, Riven, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, Aphelios, Fiddlesticks, Jax, Nunu, Sett, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Fiddlesticks, Jax, Leona, Riven, Sejuani, Sett, Urgot, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, BelVeth, Ekko, Fiddlesticks, Leona, Samira, Sejuani, Sivir, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Leona, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Fiddlesticks, Jax, LeeSin, Leona, Riven, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Camille, Fiddlesticks, Jax, Riven, Sejuani, Sett, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Fiddlesticks, Jax, LeeSin, MissFortune, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Aphelios, Fiddlesticks, Jax, LeeSin, Riven, Samira, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Aphelios, Fiddlesticks, Fiora, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Leona, Mordekaiser, Riven, Sejuani",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, BelVeth, Camille, Ekko, Fiddlesticks, Leona, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, BelVeth, Fiddlesticks, Leona, MissFortune, Sejuani, Urgot, Velkoz, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
8,0,"AurelionSol, Fiddlesticks, Jinx, Leona, Sejuani, Urgot, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, Camille, Fiddlesticks, Leona, Nunu, Rammus, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, Ekko, Fiddlesticks, Leona, Samira, Sett, Sivir",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Annie, Fiddlesticks, Leblanc, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Fiddlesticks, Leona, Riven, Samira, Sejuani, Sett, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Annie, AurelionSol, Ekko, Fiddlesticks, Leona, Nunu",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"BelVeth, Chogath, Fiddlesticks, Jax, Leona, Sett, Velkoz",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Aphelios, Fiddlesticks, LeeSin, Riven, Samira, Sejuani, Soraka",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Leona, Mordekaiser, Nunu, Sejuani, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"AurelionSol, BelVeth, Ekko, Fiddlesticks, Jax, Sejuani, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Draven, Ekko, Fiddlesticks, Jax, Riven, Sejuani, Vi, Zed",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, Leona, Riven, Sejuani, Vi, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"AurelionSol, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, Fiddlesticks, Fiora, Leona, Velkoz, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Camille, Fiddlesticks, Leona, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, Aphelios, Fiddlesticks, Leona, Samira, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, BelVeth, Ekko, Fiddlesticks, Samira, Sejuani, Sivir, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Fiddlesticks, Jax, LeeSin, Sejuani, Soraka, Velkoz, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, AurelionSol, BelVeth, Ekko, Fiddlesticks, MissFortune, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, BelVeth, Fiddlesticks, Jax, Leona, Riven, Sett, Urgot, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, LeeSin, Mordekaiser, Riven, Sejuani, Soraka, Urgot, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"BelVeth, Fiddlesticks, LeeSin, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Leona, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Camille, Ekko, Fiddlesticks, Leona, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Camille, Fiddlesticks, Nunu, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, Camille, Ekko, Fiddlesticks, Leona, Nunu, Sejuani, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Syndra, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"BelVeth, Camille, Fiddlesticks, Leona, Sejuani, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, BelVeth, Ekko, Ezreal, Fiddlesticks, Samira, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Ekko, Fiddlesticks, Jax, Jinx, Leona, MissFortune, Riven, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, Annie, Fiddlesticks, Fiora, Leona, Mordekaiser, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Aphelios, Fiddlesticks, Nunu, Sejuani, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Ekko, Ezreal, Fiddlesticks, Leona, Samira, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Fiddlesticks, Leblanc, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Ekko, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Draven, Ekko, Fiddlesticks, Janna, Jax, Leona, Sejuani, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, LeeSin, MissFortune, Nilah, Riven, Sejuani, Vayne, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"BelVeth, Fiddlesticks, Leona, Samira, Sejuani, Sivir, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"BelVeth, Fiddlesticks, Jax, Samira, Sejuani, Senna, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Draven, Ekko, Fiddlesticks, Jax, Leona, MissFortune, Mordekaiser, Samira, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Fiddlesticks, MissFortune, Mordekaiser, Nunu, Samira, Sejuani, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"BelVeth, Fiddlesticks, Jax, Sejuani, Sett, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Leona, Mordekaiser, Urgot, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, BelVeth, Fiddlesticks, Leona, Nunu, Sejuani, Urgot, Velkoz, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Draven, Ekko, Fiddlesticks, Jax, Leona, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Jax, Leona, Nunu, Sejuani, Sett, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Fiddlesticks, Leblanc, Leona, Nilah, Sejuani, Urgot, Vi, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Jax, Leona, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Samira, Sejuani, Senna, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Aphelios, Ekko, Fiddlesticks, Leona, MissFortune, Nunu",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Fiddlesticks, Leona, Mordekaiser, Sejuani, Urgot, Vi, Yasuo, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Alistar, Fiddlesticks, Leona, Samira, Sejuani, Sivir, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Annie, Fiddlesticks, Leona, Urgot, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, Sejuani, Sett, Soraka",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, Leblanc, Nunu, Sett, Sona, Soraka, Yuumi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Aphelios, Draven, Fiddlesticks, MissFortune, Mordekaiser, Rell, Riven, Samira, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Ekko, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Urgot, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Ekko, Fiddlesticks, Jax, Leona, Mordekaiser, Nunu, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Aphelios, Fiddlesticks, Jax, Leona, Sett, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Leona, Nunu, Sejuani, Sivir, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Aphelios, Fiddlesticks, Leona, Malphite, Samira, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Camille, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Draven, Fiddlesticks, Jax, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Ekko, Fiddlesticks, Leona, Mordekaiser, Sejuani, Sett, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Draven, Ekko, Fiddlesticks, Jax, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Draven, Fiddlesticks, Jax, Leona, MissFortune, Mordekaiser, Samira, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
7,0,"Fiddlesticks, Leona, MissFortune, Nunu, Samira, Sejuani, Urgot",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Draven, Fiddlesticks, Jax, MissFortune, Riven, Samira, Sejuani, Sett",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, AurelionSol, Fiddlesticks, Jax, Nunu, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
5,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Leona, Mordekaiser, Nunu, Syndra, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, Leblanc, LeeSin, Riven, Sejuani, Vi, Zed",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Ekko, Fiddlesticks, Leona, Sett, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
8,0,"Fiddlesticks, Jax, Sejuani, Sett, Urgot, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Jax, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Mordekaiser, Riven, Sejuani, Soraka, Syndra",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Camille, Ekko, Fiddlesticks, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Aphelios, Fiddlesticks, Jax, Leona, Mordekaiser, Sejuani, Urgot, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Alistar, Ekko, Fiddlesticks, Jinx, Leona, MissFortune, Riven, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Ekko, Fiddlesticks, Jax, Leblanc, Leona, Sett, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Sett, Syndra",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
6,0,"Alistar, Aphelios, Fiddlesticks, Leona, Sejuani, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Aphelios, Ekko, Fiddlesticks, Leona, Sejuani, Sett, Urgot, Vi, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Alistar, Draven, Fiddlesticks, Jax, Leona, Sett, Syndra, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Ekko, Fiddlesticks, Kaisa, Leona, Mordekaiser, Nilah, Sejuani, Vayne",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"AurelionSol, Fiddlesticks, Jax, Leona, Sejuani, Sett, Urgot, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Draven, Fiddlesticks, Jax, Leona, Riven, Sejuani, Sett, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Ekko, Fiddlesticks, Jax, LeeSin, Leona, Rammus, Riven, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
4,0,"Alistar, BelVeth, Fiddlesticks, Leona, Nunu, Sejuani, Vi, Zac",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
3,0,"Alistar, Camille, Ekko, Fiddlesticks, Leona, Vi",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
1,0,"Ekko, Fiddlesticks, Jax, Leona, Sejuani, Sett, Zac, Zed, Zoe",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
2,0,"Camille, Fiddlesticks, Leblanc, Sejuani, Soraka, Viego",162,3.38,"Fiddlesticks, Jax, LeeSin, Riven, Sejuani, Soraka, Vi"
