placement,group,comp,grp_count,grp_placement,mode
1,0,"Fiddlesticks, Leblanc, Leona, Mordekaiser, Nilah, Vayne, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"BelVeth, Ekko, Leona, Nilah, Urgot, Vayne, Vi, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Alistar, Aphelios, Fiddlesticks, Leona, Sejuani, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Fiddlesticks, Leblanc, Sejuani, Vayne, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Fiddlesticks, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Alistar, Ekko, Fiddlesticks, Jinx, MissFortune, Nunu, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Alistar, Ekko, Leblanc, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zac, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Ekko, Janna, Leblanc, Nilah, Vayne, Yasuo, Zac, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Leblanc, Sejuani, Urgot, Vi, Yasuo, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
7,0,"Ekko, Nilah, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Ekko, Nilah, Sejuani, Urgot, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
7,0,"Fiddlesticks, Leblanc, Nilah, Sejuani, Yasuo, Yuumi, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Fiora, Janna, Leblanc, Leona, Mordekaiser, Sejuani, Syndra, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Ekko, Leblanc, Nilah, Sejuani, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Alistar, Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
7,0,"Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Fiora, Leona, Vayne, Yasuo, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Alistar, Aphelios, Ekko, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Ekko, Fiddlesticks, Leblanc, Leona, Mordekaiser, Sejuani, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Alistar, Ekko, Fiora, Nilah, Sejuani, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Leblanc, Mordekaiser, Sejuani, Urgot, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Ekko, Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Nilah, Samira, Sejuani, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Ekko, Leblanc, Nilah, Sejuani, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Janna, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
7,0,"Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Fiddlesticks, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Leblanc, Sejuani, Urgot, Vi, Yasuo, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Fiora, Leblanc, Mordekaiser, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Alistar, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Alistar, Ekko, Jax, Leona, Sett, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"BelVeth, Ekko, Jinx, Leblanc, Sejuani, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Leblanc, Mordekaiser, Sejuani, Urgot, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Ekko, Leblanc, Sejuani, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Leblanc, Nilah, Sejuani, Vayne, Velkoz, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Kaisa, Leona, Nilah, Riven, Sejuani, Vayne, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"BelVeth, Ekko, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Ekko, Fiddlesticks, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"AurelionSol, Ekko, Sejuani, Vayne, Yasuo, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Fiora, Leblanc, Nilah, Sejuani, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Fiddlesticks, Fiora, Nilah, Sejuani, Urgot, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Fiora, Leblanc, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Nilah, Riven, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
8,0,"Fiora, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Alistar, Fiora, Sejuani, Vayne, Vi, Viego, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Ekko, Mordekaiser, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
2,0,"Ekko, Fiddlesticks, Leona, Sejuani, Urgot, Yasuo, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Alistar, Ekko, Leona, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Ekko, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Fiddlesticks, Leblanc, Sejuani, Urgot, Yasuo, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Leblanc, Nilah, Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Fiddlesticks, Leblanc, Mordekaiser, Sejuani, Soraka, Yasuo, Yuumi, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Ekko, Fiddlesticks, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
5,0,"Fiddlesticks, Janna, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Ekko, Leblanc, Leona, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Aphelios, Ezreal, Leblanc, Samira, Sejuani, Yasuo, Zac, Zed",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Nilah, Riven, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Jinx, Kaisa, Rammus, Sejuani, Vayne, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Sejuani, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Ekko, Jinx, Leblanc, MissFortune, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
3,0,"Alistar, Ekko, Jinx, MissFortune, Riven, Vayne, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Leblanc, Mordekaiser, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
1,0,"Fiddlesticks, Fiora, Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Ekko, Nilah, Riven, Sejuani, Vayne, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"AurelionSol, Fiora, Rammus, Sejuani, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
6,0,"Leblanc, Leona, Sejuani, Urgot, Zac, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Fiora, Sejuani, Senna, Vayne, Vi, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
4,0,"Alistar, Janna, Leona, Nilah, Sett, Yasuo, Zed, Zoe",425,4.34,"Leblanc, Nilah, Sejuani, Vayne, Yasuo, Zed, Zoe"
