placement,group,comp,grp_count,grp_placement,mode
5,-1,"Alistar, Annie, Ekko, Fiddlesticks, Leblanc, Leona, Soraka, Taliyah, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Nunu, Rammus, Sivir, Urgot, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Leona, Nunu, Samira, Sett, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jinx, Leblanc, Vayne, Vi, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, Janna, Nunu, Samira, Senna, Sivir, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Jinx, MissFortune, Riven, Sejuani",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jinx, MissFortune, Riven, Sejuani, Sett, Urgot, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jinx, Kaisa, Nilah, Riven, Urgot, Vayne, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"BelVeth, Draven, Jax, Leona, Riven, Sejuani, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Jinx, MissFortune, Riven, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Leblanc, LeeSin, Sejuani, Sona, Soraka, Syndra, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, BelVeth, Fiddlesticks, Leona, Mordekaiser, Riven, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Fiddlesticks, LeeSin, Malphite, Sejuani, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Fiddlesticks, Janna, Leona, Sejuani, Syndra, Urgot, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Janna, Leblanc, Leona, Sejuani, Sona, Soraka, Taliyah, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"BelVeth, Jinx, Rammus, Velkoz",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Draven, Janna, Jax, Leona, Riven, Sejuani, Sett, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Jax, Rammus, Riven, Samira, Sejuani, Sett, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Fiddlesticks, Jinx, Leblanc, Riven, Vi, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, BelVeth, Ekko, Fiddlesticks, Leona, Sejuani, Vi, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Fiora, Nilah, Viego, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Jax, Leblanc, LeeSin, Sejuani, Sona, Soraka",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Jinx, Samira, Sejuani, Sivir, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Fiora, Sejuani, Vayne, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Fiddlesticks, MissFortune, Sona, Urgot, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Jinx, Leblanc, Urgot, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Draven, Jax, Mordekaiser, Riven, Sejuani, Sett, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Chogath, Ekko, Kaisa, Nilah, Rammus, Vayne",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Janna, Leona, MissFortune, Riven, Sejuani, Sett, Urgot",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Leona, Nunu, Sona, Soraka, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Draven, MissFortune, Samira, Sejuani, Urgot, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Fiddlesticks, Nunu, Samira, Sejuani, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, LeeSin, Sejuani, Sona, Syndra, Taliyah, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Ezreal, Janna, Leona, MissFortune, Riven, Vayne, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Aphelios, Camille, Ekko, Jax, Sett, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jax, Leona, Sett, Urgot, Vi, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, AurelionSol, Ekko, Fiddlesticks, Syndra, Velkoz, Vi, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Mordekaiser, Rell, Riven, Sejuani, Urgot",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"BelVeth, Ekko, Leblanc, Nilah, Soraka, Zac, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Fiddlesticks, Leblanc, Soraka, Taliyah, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ezreal, LeeSin, Malphite",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Aphelios, Fiora, Leblanc, Nilah, Senna, Vayne, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, Chogath, Samira, Sejuani, Sivir, Velkoz, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Leona, Vayne, Vi, Viego, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"MissFortune, Mordekaiser, Samira, Sejuani, Sett, Vayne",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Malphite, Nunu, Samira, Sivir, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Janna, Leona, Rell, Sona, Syndra, Taliyah",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Draven, Ekko, Jax, Riven, Sejuani, Soraka, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Fiora, Leona, Samira, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, BelVeth, Chogath, Fiddlesticks, Mordekaiser, Rammus, Urgot, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Camille, Leona, Mordekaiser, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, Chogath, Fiddlesticks, Leblanc, Rammus, Urgot, Velkoz, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Fiddlesticks, Leblanc, Sejuani, Urgot, Yasuo, Zac, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, LeeSin, Sejuani, Sona, Soraka, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Aphelios, Janna, Leona, Sivir, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Janna, Jax, LeeSin, Mordekaiser, Riven, Sejuani, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jinx, Kaisa, MissFortune, Nilah, Riven, Vayne, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Ekko, Leblanc, LeeSin, Soraka, Zac, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Leona, Sejuani, Urgot, Vayne, Yasuo, Zac, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Aphelios, Fiora, Sejuani, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Camille, LeeSin, Sejuani, Sona, Soraka, Syndra",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jax, LeeSin, MissFortune, Riven, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Aphelios, Jax, Samira, Senna, Sett, Sivir, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jax, LeeSin, Riven, Sejuani, Urgot, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Leona, Samira, Sona, Soraka, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jax, Leblanc, MissFortune, Samira, Sett",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Draven, Ekko, Jax, Leona, Riven, Sejuani, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Janna, Leona, Taliyah, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Leblanc, Leona, Nilah, Soraka, Syndra, Urgot, Vayne, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Janna, Mordekaiser, Sona, Taliyah, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Janna, Jinx, Leblanc, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Leblanc, Leona, Mordekaiser, Nunu, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Draven, Ekko, Leona, Mordekaiser, Samira",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Nilah, Rell, Taliyah, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Fiddlesticks, Samira, Sejuani, Senna, Sivir",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Aphelios, LeeSin, Mordekaiser, Sejuani, Senna, Urgot, Vi, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"AurelionSol, Jax, LeeSin, Riven, Soraka, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Camille, Jax, Leblanc, Soraka, Viego, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Camille, Fiora, Urgot, Viego, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Jax, Riven, Sejuani, Sett, Vi, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Janna, LeeSin, Malphite, MissFortune, Riven, Vayne",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Sejuani, Vayne, Vi, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Fiora, Leblanc, Mordekaiser, Viego, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Ekko, Janna, Sejuani, Sona, Syndra, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Camille, Fiora, Leblanc, Leona, MissFortune, Viego, Zac, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, BelVeth, Camille, Ekko, Leona, Sejuani, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, MissFortune, Riven, Samira, Sett",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Mordekaiser, Sejuani, Yasuo, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Jax, Leona, Sejuani, Sett, Soraka, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Nunu, Samira, Sejuani, Urgot, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Leblanc, Leona, Riven, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, BelVeth, Nunu, Samira, Soraka, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Fiora, Janna, Viego, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Fiora, Mordekaiser, Nilah, Vayne, Yasuo, Zac, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Janna, Leblanc, Nunu, Sona, Taliyah, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Camille, Fiora, Nunu",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Leblanc, Sona, Syndra, Taliyah",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Fiddlesticks, Leona, Nunu, Riven, Samira, Sejuani, Senna, Vayne, Yasuo",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Camille, Ekko, Leblanc, Leona, Soraka, Vi, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Janna, Riven, Samira, Sejuani, Senna, Sivir, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Ekko, Fiora, Sejuani, Viego, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Chogath, Fiora, Mordekaiser, Sejuani, Senna, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Leblanc, Riven, Sejuani, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Camille, Ekko, Fiora, Janna, Viego, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Ekko, Nunu, Sejuani, Sona, Syndra, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Aphelios, Ekko, Fiora, Viego, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Janna, Leblanc, Rell, Sona, Soraka, Syndra",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Samira, Sejuani, Senna, Vayne, Yasuo, Zed",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, AurelionSol, Ekko, Janna, Leona, Mordekaiser, Nunu, Zac",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Janna, Mordekaiser, Sejuani, Senna, Yasuo, Zed, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Leblanc, Rell, Soraka, Yuumi, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Ekko, Leblanc, Sejuani, Sona, Soraka, Syndra, Vi, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Ekko, Janna, Leona, Syndra, Taliyah, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, Annie, Camille, Ekko, Velkoz, Vi, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Alistar, AurelionSol, Chogath, Ekko, Mordekaiser, Nunu, Sejuani, Vi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Ekko, Leblanc, Rell, Soraka, Zoe",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"Annie, Leblanc, Nunu, Rell, Sona, Taliyah, Yuumi",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
5,-1,"LeeSin, Malphite, Sejuani, Viego",,,"Alistar, Annie, Ekko, Leblanc, Leona, Zed, Zoe"
