placement,group,comp,grp_count,grp_placement,mode
4,0,"Fiddlesticks, Janna, Jax, MissFortune, Mordekaiser, Samira, Sett, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Ekko, Fiddlesticks, Janna, Rell, Sona, Syndra, Taliyah",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Fiddlesticks, Janna, Leona, Mordekaiser, Nunu, Sivir, Syndra, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Alistar, Fiddlesticks, Janna, Leona, MissFortune, Nunu, Sejuani, Syndra, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
7,0,"AurelionSol, Chogath, Ekko, Fiddlesticks, Janna, MissFortune, Nunu, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"AurelionSol, Chogath, Fiddlesticks, Janna, Rammus, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Ekko, Fiddlesticks, Janna, Jax, Sett, Syndra, Vi, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Ekko, Fiddlesticks, Janna, MissFortune, Nunu, Syndra, Urgot, Vi, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Ekko, Fiddlesticks, Janna, Leona, Rell, Syndra, Taliyah, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Alistar, Fiddlesticks, Janna, Leblanc, Leona, Mordekaiser, Nunu, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
7,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Leona, MissFortune, Sivir",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Fiddlesticks, Janna, MissFortune, Nunu, Riven, Urgot, Vayne, Zed",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Camille, Fiddlesticks, Janna, Leblanc, Sivir, Soraka, Syndra, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Ekko, Fiddlesticks, Janna, Mordekaiser, Sejuani, Syndra, Urgot, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Ekko, Fiddlesticks, Janna, Jinx, Leona, MissFortune, Nunu, Riven, Sejuani",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"AurelionSol, Chogath, Fiddlesticks, Janna, Rammus, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Nunu, Syndra, Urgot, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Ekko, Fiddlesticks, Janna, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Aphelios, AurelionSol, Fiddlesticks, Janna, Mordekaiser, Urgot, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Ekko, Fiddlesticks, Janna, Leona, Nunu, Sona, Soraka, Taliyah",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Fiddlesticks, Janna, MissFortune, Mordekaiser, Samira, Sejuani, Sona, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Alistar, Camille, Fiddlesticks, Janna, Leona, Sejuani, Urgot, Viego",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Camille, Fiddlesticks, Janna, Mordekaiser, Nunu, Riven, Sejuani, Soraka, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Alistar, Chogath, Ekko, Fiddlesticks, Janna, Leona, Rammus, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Ekko, Fiddlesticks, Janna, Leblanc, Sejuani, Vi, Yasuo, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Annie, Fiddlesticks, Janna, Leblanc, Nunu, Sona, Soraka, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
8,0,"Fiddlesticks, Janna, Leblanc, Rammus, Samira, Soraka, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Ekko, Fiddlesticks, Fiora, Janna, Leona, Mordekaiser, Vayne, Yasuo, Zed",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
8,0,"Alistar, Fiddlesticks, Janna, Samira, Sivir, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"AurelionSol, BelVeth, Ekko, Fiddlesticks, Janna, Leona, Urgot, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Fiddlesticks, Janna, Mordekaiser, Sejuani, Vayne, Yasuo, Zed",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
7,0,"Alistar, Ekko, Fiddlesticks, Janna, Riven, Vayne, Zed",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Ekko, Fiddlesticks, Janna, Leona, MissFortune, Nunu, Zac, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Nunu, Sona, Syndra, Taliyah",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Ekko, Fiddlesticks, Janna, Jinx, MissFortune, Riven, Sejuani, Urgot, Vayne",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Draven, Ekko, Fiddlesticks, Janna, Leona, Rell, Sett, Syndra, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Fiddlesticks, Janna, Nunu, Sona, Soraka, Syndra, Yuumi, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Fiddlesticks, Janna, LeeSin, Malphite, Sejuani, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
6,0,"AurelionSol, Ekko, Fiddlesticks, Janna, Nunu, Syndra, Yuumi, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Ekko, Fiddlesticks, Janna, Leona, Mordekaiser, Nunu, Sejuani, Soraka",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"AurelionSol, Ekko, Fiddlesticks, Janna, Leona, Sejuani, Urgot, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"AurelionSol, Chogath, Fiddlesticks, Janna, Riven, Sejuani, Urgot, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Annie, Fiddlesticks, Janna, Leblanc, Nunu, Sona, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Soraka, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Alistar, Ekko, Fiddlesticks, Janna, Leona, Taliyah, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Ekko, Fiddlesticks, Janna, Jinx, Leblanc, MissFortune, Vayne, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
8,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Leblanc, Soraka, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Alistar, Fiddlesticks, Janna, Leona, Sona, Soraka, Syndra, Vi, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Fiddlesticks, Janna, LeeSin, Malphite, Vayne, Yasuo, Zed",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Alistar, Ekko, Fiddlesticks, Janna, Jinx, MissFortune, Riven",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
3,0,"Fiddlesticks, Janna, Nunu, Syndra, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Ekko, Fiddlesticks, Janna, Leona, Nunu, Syndra, Urgot, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Ekko, Fiddlesticks, Janna, Leona, Nunu, Samira, Sivir, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Annie, Fiddlesticks, Janna, Leblanc, Syndra, Taliyah, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"AurelionSol, BelVeth, Camille, Fiddlesticks, Janna, Rammus, Urgot, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Alistar, Fiddlesticks, Janna, Nunu, Samira, Sejuani, Sivir, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Annie, Fiddlesticks, Janna, Leblanc, Sona, Soraka",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Ekko, Fiddlesticks, Janna, Leona, MissFortune, Urgot, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"AurelionSol, Ekko, Fiddlesticks, Janna, Leona, Mordekaiser, Samira, Sejuani, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Leona, Nunu, Taliyah",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Fiddlesticks, Janna, Jax, Leona, Riven, Sejuani, Sett, Urgot, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Aphelios, Ekko, Fiddlesticks, Janna, Nunu, Urgot, Viego",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
8,0,"AurelionSol, Chogath, Fiddlesticks, Janna, Rammus, Velkoz",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Ekko, Fiddlesticks, Janna, Leblanc, Leona, Nunu, Sejuani, Syndra, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
8,0,"Alistar, Ekko, Fiddlesticks, Janna, MissFortune, Nunu, Sejuani, Vi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
7,0,"Chogath, Ekko, Fiddlesticks, Janna, Leona, Taliyah, Urgot, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Chogath, Fiddlesticks, Janna, Leona, MissFortune, Rammus, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Fiddlesticks, Janna, Sejuani, Sona, Soraka, Vi, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Ekko, Fiddlesticks, Janna, Leona, Mordekaiser, Nunu, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Ekko, Fiddlesticks, Fiora, Janna, Leona, Nunu, Sejuani, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Annie, Ekko, Fiddlesticks, Janna, Sona, Taliyah, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Alistar, Ekko, Fiddlesticks, Janna, Leona, Samira, Sejuani, Sivir, Urgot",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
7,0,"Alistar, Fiddlesticks, Janna, Samira, Senna, Sona, Urgot, Vi, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Fiddlesticks, Janna, Leona, Nunu, Vayne, Vi, Zed, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Draven, Fiddlesticks, Janna, Jax, Leblanc, Riven, Sejuani",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
5,0,"Annie, Fiddlesticks, Janna, Rell, Syndra, Taliyah, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
2,0,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, Fiddlesticks, Janna, Mordekaiser, Nunu, Syndra, Urgot, Yuumi",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
1,0,"Alistar, AurelionSol, Fiddlesticks, Janna, Leona, Urgot, Velkoz, Zac",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
4,0,"Alistar, Annie, AurelionSol, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Zoe",426,3.63,"Alistar, Annie, Ekko, Fiddlesticks, Janna, Syndra, Taliyah, Yuumi"
