placement,group,comp,grp_count,grp_placement,mode
6,0,"Jax, LeeSin, Leona, Malphite, Sejuani, Soraka",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Nunu, Yuumi, Zed, Zoe",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Aphelios, Ekko, Fiddlesticks, LeeSin, Malphite, Nunu, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Ezreal, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Alistar, Annie, Fiora, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Ezreal, LeeSin, Malphite, Sona, Vayne, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"Alistar, Ezreal, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Nilah, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Vayne, Yasuo",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Camille, LeeSin, Malphite, Soraka",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Vayne, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"LeeSin, Malphite, Sejuani, Viego",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, Fiora, Leblanc, Malphite, Zed, Zoe",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, Janna, LeeSin, Malphite, Nunu, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Alistar, Fiora, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Janna, LeeSin, Malphite, Nilah, Sona",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, LeeSin, Malphite, Velkoz, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Alistar, LeeSin, Malphite, Nunu, Samira, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Draven, Jax, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Draven, Jax, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, LeeSin, Malphite, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Nilah, Yasuo",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, Janna, LeeSin, Malphite, Sivir, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Annie, Leblanc, Malphite, Soraka, Syndra, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Malphite, Samira, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Yasuo, Zed",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Aphelios, LeeSin, Malphite, Sejuani, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Annie, LeeSin, Malphite, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Soraka",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, Jinx, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Aphelios, Janna, LeeSin, Leona, Malphite, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Senna, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Sejuani, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Fiora, LeeSin, Malphite, Nilah, Vayne, Yasuo, Zed",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, LeeSin, Malphite, Samira, Senna",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, LeeSin, Malphite, Sivir, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, Malphite, Samira, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, LeeSin, Malphite, Nunu, Soraka, Syndra, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, Annie, Sona, Viego",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, Leblanc, Malphite, Nunu, Soraka, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, MissFortune, Riven",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Aphelios, LeeSin, Malphite, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Alistar, LeeSin, Malphite, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Annie, LeeSin, Malphite, Yuumi, Zoe",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Senna, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, Camille, Ekko, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Riven",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, LeeSin, Malphite, Samira, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Samira, Sejuani, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Ekko, Leblanc, Nunu, Sona, Soraka",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, Ezreal, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Alistar, LeeSin, Malphite, Velkoz, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"LeeSin, Malphite, MissFortune, Riven, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Draven, Jax, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Draven, LeeSin, Malphite, Sett",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Ekko, LeeSin, Malphite, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Draven, Jax, LeeSin, Malphite, Sett",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, Malphite, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"Jax, LeeSin, Malphite, Sejuani",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"LeeSin, Malphite, Nunu, Sejuani, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, MissFortune, Riven",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Alistar, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"LeeSin, Malphite, Sejuani, Soraka",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"Alistar, LeeSin, Malphite, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Camille, Malphite, Viego",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Yasuo",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"LeeSin, Malphite, Nilah, Vayne, Yasuo",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Alistar, Malphite, Senna, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Soraka, Syndra, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Jinx, LeeSin, Malphite, Nunu, Riven",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Samira, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Alistar, Fiora, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Vayne",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Alistar, LeeSin, Leona, Malphite, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Sejuani, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Senna, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Ekko, LeeSin, Malphite, Nilah, Rell, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
5,0,"Alistar, Ezreal, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Aphelios, LeeSin, Malphite, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite, Velkoz",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,Annie,211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Nunu, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Ezreal, LeeSin, Malphite, Sona, Soraka, Syndra, Vi, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"Malphite, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Aphelios, LeeSin, Malphite, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Camille, LeeSin, Malphite, Sejuani, Viego",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"Alistar, Fiora, LeeSin, Malphite, Viego",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Alistar, Ezreal, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"LeeSin, Malphite, Soraka, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
8,0,"Ezreal, LeeSin, Malphite, Sona, Vi",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"LeeSin, Malphite, Nilah, Rell, Sona, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
1,0,"Alistar, LeeSin, Malphite, Samira, Sivir, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
6,0,"Jax, LeeSin, Malphite",211,5.31,"LeeSin, Malphite, Yuumi"
2,0,"Janna, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"Alistar, Ekko, Janna, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
7,0,"LeeSin, Malphite, Samira, Sivir",211,5.31,"LeeSin, Malphite, Yuumi"
4,0,"LeeSin, Malphite, Nunu, Velkoz, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
3,0,"AurelionSol, LeeSin, Malphite, Yuumi",211,5.31,"LeeSin, Malphite, Yuumi"
5,1,"Draven, Jax, LeeSin, Malphite, Sett",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, Leblanc, Sett, Vayne, Zed, Zoe",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
1,1,"Draven, Jax, LeeSin, Sejuani, Sett, Soraka, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
4,1,"Jax, LeeSin, Riven, Sejuani, Sett, Urgot, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
1,1,"Jax, Riven, Sejuani, Sett, Soraka, Urgot, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, LeeSin, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"Draven, Jax, LeeSin, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"Draven, Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
7,1,"Jinx, MissFortune, Riven, Sejuani, Sett, Vayne, Yuumi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, LeeSin, Riven, Velkoz, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
2,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
2,1,"Jax, LeeSin, Riven, Sejuani, Sett, Syndra, Urgot, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, LeeSin, Riven, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
7,1,"Alistar, Ekko, Leona, MissFortune, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
2,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, MissFortune, Nunu, Riven, Samira, Sett",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
4,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"Draven, Jax, LeeSin, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, LeeSin, Malphite, Sett",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"AurelionSol, Jax, Riven, Sejuani, Sett, Urgot",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"Draven, Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
1,1,"Draven, Jax, LeeSin, Riven, Sejuani, Sett, Soraka, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, Riven, Sett",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
1,1,"BelVeth, Draven, Jax, LeeSin, Malphite, Riven",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
2,1,"Ekko, Janna, Jax, Riven, Samira, Senna, Sett, Sivir",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
5,1,"Draven, Jax, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
3,1,"Fiddlesticks, Jax, LeeSin, MissFortune, Sejuani, Sett, Soraka",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
1,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Draven, Jax, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
6,1,"Draven, Jax, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
8,1,"Jax, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
3,1,"Draven, Jax, LeeSin, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
5,1,"Draven, Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
3,1,"Alistar, Draven, Janna, Jax, Nunu, Riven, Sett, Urgot",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
7,1,"Draven, Jax, LeeSin, Riven, Sejuani, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
7,1,"Jax, LeeSin, Riven, Sejuani, Sett, Vi",298,5.07,"Jax, LeeSin, Riven, Sejuani, Sett, Vi"
